quarantine_id,table_name,record_id,issue_type,action,detected_at,record_payload
QR0001117,fact_quote,Q00056799,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0051"", ""inquiry_id"": ""I0016465"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2023-05-29"", ""quote_id"": ""Q00056799"", ""quote_rank"": ""2"", ""response_time_hours"": ""14.38""}"
QR0001118,fact_quote,Q00057088,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0014"", ""inquiry_id"": ""I0016548"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2024-02-14"", ""quote_id"": ""Q00057088"", ""quote_rank"": ""3"", ""response_time_hours"": ""6.79""}"
QR0001119,fact_quote,Q00057260,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0113"", ""inquiry_id"": ""I0016596"", ""quote_amount"": ""23848.08"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00057260"", ""quote_rank"": ""3"", ""response_time_hours"": ""9.82""}"
QR0001120,fact_quote,Q00057742,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0078"", ""inquiry_id"": ""I0016733"", ""quote_amount"": ""7957.67"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00057742"", ""quote_rank"": ""5"", ""response_time_hours"": ""6.1""}"
QR0001121,fact_quote,Q00058435,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0133"", ""inquiry_id"": ""I0016937"", ""quote_amount"": ""17030.07"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00058435"", ""quote_rank"": ""2"", ""response_time_hours"": ""62.11""}"
QR0001122,fact_quote,Q00059069,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0032"", ""inquiry_id"": ""I0017126"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2025-10-17"", ""quote_id"": ""Q00059069"", ""quote_rank"": ""4"", ""response_time_hours"": ""15.71""}"
QR0001123,fact_quote,Q00059207,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0022"", ""inquiry_id"": ""I0017165"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2025-01-03"", ""quote_id"": ""Q00059207"", ""quote_rank"": ""3"", ""response_time_hours"": ""4.51""}"
QR0001124,fact_quote,Q00059506,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0100"", ""inquiry_id"": ""I0017252"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2025-07-09"", ""quote_id"": ""Q00059506"", ""quote_rank"": ""2"", ""response_time_hours"": ""8.65""}"
QR0001125,fact_quote,Q00059885,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0132"", ""inquiry_id"": ""I0017367"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2025-08-24"", ""quote_id"": ""Q00059885"", ""quote_rank"": ""1"", ""response_time_hours"": ""17.67""}"
QR0001126,fact_quote,Q00060927,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0141"", ""inquiry_id"": ""I0017665"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2022-12-24"", ""quote_id"": ""Q00060927"", ""quote_rank"": ""2"", ""response_time_hours"": ""12.31""}"
QR0001127,fact_quote,Q00061209,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0042"", ""inquiry_id"": ""I0017747"", ""quote_amount"": ""36613.38"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00061209"", ""quote_rank"": ""2"", ""response_time_hours"": ""27.89""}"
QR0001128,fact_quote,Q00061516,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0030"", ""inquiry_id"": ""I0017837"", ""quote_amount"": ""21989.03"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00061516"", ""quote_rank"": ""4"", ""response_time_hours"": ""14.6""}"
QR0001129,fact_quote,Q00061638,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0018"", ""inquiry_id"": ""I0017870"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2025-03-17"", ""quote_id"": ""Q00061638"", ""quote_rank"": ""1"", ""response_time_hours"": ""15.26""}"
QR0001130,fact_quote,Q00063154,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0014"", ""inquiry_id"": ""I0018306"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2025-02-04"", ""quote_id"": ""Q00063154"", ""quote_rank"": ""3"", ""response_time_hours"": ""16.9""}"
QR0001131,fact_quote,Q00063425,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0150"", ""inquiry_id"": ""I0018388"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2023-05-19"", ""quote_id"": ""Q00063425"", ""quote_rank"": ""5"", ""response_time_hours"": ""12.61""}"
QR0001132,fact_quote,Q00064147,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0027"", ""inquiry_id"": ""I0018599"", ""quote_amount"": ""22939.63"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00064147"", ""quote_rank"": ""3"", ""response_time_hours"": ""40.59""}"
QR0001133,fact_quote,Q00064913,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0139"", ""inquiry_id"": ""I0018826"", ""quote_amount"": ""37086.38"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00064913"", ""quote_rank"": ""3"", ""response_time_hours"": ""12.89""}"
QR0001134,fact_quote,Q00065238,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0021"", ""inquiry_id"": ""I0018921"", ""quote_amount"": ""9707.59"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00065238"", ""quote_rank"": ""2"", ""response_time_hours"": ""5.02""}"
QR0001135,fact_quote,Q00065674,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0094"", ""inquiry_id"": ""I0019049"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2023-06-18"", ""quote_id"": ""Q00065674"", ""quote_rank"": ""2"", ""response_time_hours"": ""11.98""}"
QR0001136,fact_quote,Q00066011,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0104"", ""inquiry_id"": ""I0019148"", ""quote_amount"": ""52758.44"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00066011"", ""quote_rank"": ""4"", ""response_time_hours"": ""14.28""}"
QR0001137,fact_quote,Q00066205,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0026"", ""inquiry_id"": ""I0019203"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2023-05-11"", ""quote_id"": ""Q00066205"", ""quote_rank"": ""2"", ""response_time_hours"": ""12.87""}"
QR0001138,fact_quote,Q00066479,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0005"", ""inquiry_id"": ""I0019281"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2024-01-06"", ""quote_id"": ""Q00066479"", ""quote_rank"": ""1"", ""response_time_hours"": ""9.06""}"
QR0001139,fact_quote,Q00066640,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0005"", ""inquiry_id"": ""I0019330"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2025-12-22"", ""quote_id"": ""Q00066640"", ""quote_rank"": ""3"", ""response_time_hours"": ""19.83""}"
QR0001140,fact_quote,Q00066867,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0034"", ""inquiry_id"": ""I0019396"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2024-12-08"", ""quote_id"": ""Q00066867"", ""quote_rank"": ""2"", ""response_time_hours"": ""3.84""}"
QR0001141,fact_quote,Q00068509,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0054"", ""inquiry_id"": ""I0019874"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2023-02-12"", ""quote_id"": ""Q00068509"", ""quote_rank"": ""3"", ""response_time_hours"": ""4.4""}"
QR0001142,fact_quote,Q00068705,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0117"", ""inquiry_id"": ""I0019927"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2024-08-14"", ""quote_id"": ""Q00068705"", ""quote_rank"": ""1"", ""response_time_hours"": ""4.23""}"
QR0001143,fact_quote,Q00069148,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0006"", ""inquiry_id"": ""I0020059"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2024-10-18"", ""quote_id"": ""Q00069148"", ""quote_rank"": ""1"", ""response_time_hours"": ""7.35""}"
QR0001144,fact_quote,Q00069201,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0127"", ""inquiry_id"": ""I0020074"", ""quote_amount"": ""27691.87"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00069201"", ""quote_rank"": ""3"", ""response_time_hours"": ""3.49""}"
QR0001145,fact_quote,Q00069300,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0103"", ""inquiry_id"": ""I0020102"", ""quote_amount"": ""15336.71"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00069300"", ""quote_rank"": ""3"", ""response_time_hours"": ""5.33""}"
QR0001146,fact_quote,Q00069928,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0070"", ""inquiry_id"": ""I0020281"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2022-04-16"", ""quote_id"": ""Q00069928"", ""quote_rank"": ""2"", ""response_time_hours"": ""22.08""}"
QR0001147,fact_quote,Q00071607,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0071"", ""inquiry_id"": ""I0020771"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2022-05-13"", ""quote_id"": ""Q00071607"", ""quote_rank"": ""4"", ""response_time_hours"": ""39.83""}"
QR0001148,fact_quote,Q00072266,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0077"", ""inquiry_id"": ""I0020969"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2023-05-01"", ""quote_id"": ""Q00072266"", ""quote_rank"": ""1"", ""response_time_hours"": ""23.51""}"
QR0001149,fact_quote,Q00073235,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0093"", ""inquiry_id"": ""I0021254"", ""quote_amount"": ""9062.74"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00073235"", ""quote_rank"": ""4"", ""response_time_hours"": ""3.63""}"
QR0001150,fact_quote,Q00073282,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0044"", ""inquiry_id"": ""I0021267"", ""quote_amount"": ""9893.66"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00073282"", ""quote_rank"": ""2"", ""response_time_hours"": ""4.47""}"
QR0001151,fact_quote,Q00073291,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0050"", ""inquiry_id"": ""I0021269"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2025-10-08"", ""quote_id"": ""Q00073291"", ""quote_rank"": ""1"", ""response_time_hours"": ""13.91""}"
QR0001152,fact_quote,Q00073661,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0032"", ""inquiry_id"": ""I0021377"", ""quote_amount"": ""6852.17"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00073661"", ""quote_rank"": ""3"", ""response_time_hours"": ""16.09""}"
QR0001153,fact_quote,Q00073962,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0095"", ""inquiry_id"": ""I0021464"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2025-09-19"", ""quote_id"": ""Q00073962"", ""quote_rank"": ""4"", ""response_time_hours"": ""13.96""}"
QR0001154,fact_quote,Q00073968,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0011"", ""inquiry_id"": ""I0021466"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2022-11-26"", ""quote_id"": ""Q00073968"", ""quote_rank"": ""3"", ""response_time_hours"": ""1.79""}"
QR0001155,fact_quote,Q00074445,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0035"", ""inquiry_id"": ""I0021601"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2023-08-13"", ""quote_id"": ""Q00074445"", ""quote_rank"": ""3"", ""response_time_hours"": ""9.78""}"
QR0001156,fact_quote,Q00075326,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0036"", ""inquiry_id"": ""I0021851"", ""quote_amount"": ""4643.4"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00075326"", ""quote_rank"": ""2"", ""response_time_hours"": ""18.91""}"
QR0001157,fact_quote,Q00075473,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0003"", ""inquiry_id"": ""I0021893"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2024-02-27"", ""quote_id"": ""Q00075473"", ""quote_rank"": ""2"", ""response_time_hours"": ""17.14""}"
QR0001158,fact_quote,Q00075642,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0040"", ""inquiry_id"": ""I0021942"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2024-04-19"", ""quote_id"": ""Q00075642"", ""quote_rank"": ""1"", ""response_time_hours"": ""9.59""}"
QR0001159,fact_quote,Q00076075,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0014"", ""inquiry_id"": ""I0022069"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2022-09-17"", ""quote_id"": ""Q00076075"", ""quote_rank"": ""4"", ""response_time_hours"": ""12.94""}"
QR0001160,fact_quote,Q00076196,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0135"", ""inquiry_id"": ""I0022103"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2025-09-24"", ""quote_id"": ""Q00076196"", ""quote_rank"": ""1"", ""response_time_hours"": ""4.99""}"
QR0001161,fact_quote,Q00076203,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0089"", ""inquiry_id"": ""I0022106"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2025-05-09"", ""quote_id"": ""Q00076203"", ""quote_rank"": ""4"", ""response_time_hours"": ""7.06""}"
QR0001162,fact_quote,Q00076512,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0084"", ""inquiry_id"": ""I0022194"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2022-05-06"", ""quote_id"": ""Q00076512"", ""quote_rank"": ""4"", ""response_time_hours"": ""10.92""}"
QR0001163,fact_quote,Q00076675,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0023"", ""inquiry_id"": ""I0022240"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2022-07-12"", ""quote_id"": ""Q00076675"", ""quote_rank"": ""3"", ""response_time_hours"": ""15.35""}"
QR0001164,fact_quote,Q00076757,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0104"", ""inquiry_id"": ""I0022264"", ""quote_amount"": ""26596.07"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00076757"", ""quote_rank"": ""2"", ""response_time_hours"": ""7.95""}"
QR0001165,fact_quote,Q00076797,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0002"", ""inquiry_id"": ""I0022275"", ""quote_amount"": ""23894.8"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00076797"", ""quote_rank"": ""2"", ""response_time_hours"": ""4.68""}"
QR0001166,fact_quote,Q00077881,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0090"", ""inquiry_id"": ""I0022597"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2022-02-03"", ""quote_id"": ""Q00077881"", ""quote_rank"": ""3"", ""response_time_hours"": ""15.97""}"
QR0001167,fact_quote,Q00078933,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0100"", ""inquiry_id"": ""I0022908"", ""quote_amount"": ""11463.48"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00078933"", ""quote_rank"": ""3"", ""response_time_hours"": ""13.65""}"
QR0001168,fact_quote,Q00079340,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0102"", ""inquiry_id"": ""I0023025"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2023-12-24"", ""quote_id"": ""Q00079340"", ""quote_rank"": ""3"", ""response_time_hours"": ""4.09""}"
QR0001169,fact_quote,Q00079516,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0095"", ""inquiry_id"": ""I0023075"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2022-09-29"", ""quote_id"": ""Q00079516"", ""quote_rank"": ""4"", ""response_time_hours"": ""12.06""}"
QR0001170,fact_quote,Q00079534,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0066"", ""inquiry_id"": ""I0023080"", ""quote_amount"": ""6658.17"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00079534"", ""quote_rank"": ""3"", ""response_time_hours"": ""11.49""}"
QR0001171,fact_quote,Q00079745,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0079"", ""inquiry_id"": ""I0023143"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2023-12-23"", ""quote_id"": ""Q00079745"", ""quote_rank"": ""3"", ""response_time_hours"": ""9.91""}"
QR0001172,fact_quote,Q00079761,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0096"", ""inquiry_id"": ""I0023147"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2023-09-12"", ""quote_id"": ""Q00079761"", ""quote_rank"": ""1"", ""response_time_hours"": ""24.62""}"
QR0001173,fact_quote,Q00080021,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0138"", ""inquiry_id"": ""I0023225"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2022-03-13"", ""quote_id"": ""Q00080021"", ""quote_rank"": ""2"", ""response_time_hours"": ""5.92""}"
QR0001174,fact_quote,Q00080493,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0053"", ""inquiry_id"": ""I0023366"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2025-05-23"", ""quote_id"": ""Q00080493"", ""quote_rank"": ""4"", ""response_time_hours"": ""5.47""}"
QR0001175,fact_quote,Q00080709,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0119"", ""inquiry_id"": ""I0023429"", ""quote_amount"": ""31188.79"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00080709"", ""quote_rank"": ""2"", ""response_time_hours"": ""3.13""}"
QR0001176,fact_quote,Q00080727,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0031"", ""inquiry_id"": ""I0023434"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2024-05-01"", ""quote_id"": ""Q00080727"", ""quote_rank"": ""2"", ""response_time_hours"": ""7.87""}"
QR0001177,fact_quote,Q00082094,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0063"", ""inquiry_id"": ""I0023831"", ""quote_amount"": ""31127.21"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00082094"", ""quote_rank"": ""3"", ""response_time_hours"": ""3.34""}"
QR0001178,fact_quote,Q00082418,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0124"", ""inquiry_id"": ""I0023926"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2024-06-20"", ""quote_id"": ""Q00082418"", ""quote_rank"": ""2"", ""response_time_hours"": ""11.68""}"
QR0001179,fact_quote,Q00082540,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0114"", ""inquiry_id"": ""I0023959"", ""quote_amount"": ""37289.23"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00082540"", ""quote_rank"": ""3"", ""response_time_hours"": ""3.71""}"
QR0001180,fact_quote,Q00083540,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0095"", ""inquiry_id"": ""I0024257"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2023-05-24"", ""quote_id"": ""Q00083540"", ""quote_rank"": ""5"", ""response_time_hours"": ""25.01""}"
QR0001181,fact_quote,Q00084350,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0028"", ""inquiry_id"": ""I0024501"", ""quote_amount"": ""44485.11"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00084350"", ""quote_rank"": ""5"", ""response_time_hours"": ""28.82""}"
QR0001182,fact_quote,Q00084513,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0065"", ""inquiry_id"": ""I0024547"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2022-08-28"", ""quote_id"": ""Q00084513"", ""quote_rank"": ""2"", ""response_time_hours"": ""3.85""}"
QR0001183,fact_quote,Q00084801,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0093"", ""inquiry_id"": ""I0024634"", ""quote_amount"": ""9999999.0"", ""quote_date"": ""2025-06-05"", ""quote_id"": ""Q00084801"", ""quote_rank"": ""2"", ""response_time_hours"": ""7.47""}"
QR0001184,fact_quote,Q00085657,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""True"", ""dealer_id"": ""D0016"", ""inquiry_id"": ""I0024880"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2023-01-08"", ""quote_id"": ""Q00085657"", ""quote_rank"": ""1"", ""response_time_hours"": ""20.32""}"
QR0001185,fact_quote,Q00085885,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0006"", ""inquiry_id"": ""I0024944"", ""quote_amount"": ""16689.5"", ""quote_date"": ""<NULL>"", ""quote_id"": ""Q00085885"", ""quote_rank"": ""4"", ""response_time_hours"": ""8.53""}"
QR0001186,fact_quote,Q00086083,invalid_quote_domain,Quarantine malformed dates or impossible monetary amounts,2026-01-01T00:00:00Z,"{""accepted_flag"": ""False"", ""dealer_id"": ""D0078"", ""inquiry_id"": ""I0024999"", ""quote_amount"": ""-1.0"", ""quote_date"": ""2022-09-25"", ""quote_id"": ""Q00086083"", ""quote_rank"": ""4"", ""response_time_hours"": ""18.43""}"
